,date_channel,count,date,channel_name
416,2018-04-14mdsi_dadm_aut_18,14,2018-04-14,mdsi_dadm_aut_18
417,2017-11-10mdsi_deeplearn_spr_17,14,2017-11-10,mdsi_deeplearn_spr_17
418,2017-07-25ilab2_spring_2017,14,2017-07-25,ilab2_spring_2017
419,2018-10-11govhack2018,14,2018-10-11,govhack2018
420,2019-03-17mdsi_dam_aut_19,14,2019-03-17,mdsi_dam_aut_19
421,2017-11-24mdsi_announcements,14,2017-11-24,mdsi_announcements
422,2018-06-25mdsi_electives,14,2018-06-25,mdsi_electives
423,2018-04-19dna,14,2018-04-19,dna
424,2016-08-20ds_hackathon_unearth,14,2016-08-20,ds_hackathon_unearth
425,2017-09-29morningpeople,14,2017-09-29,morningpeople
426,2018-04-21mdsi_dadm_aut_18,14,2018-04-21,mdsi_dadm_aut_18
427,2018-10-12mdsi_stds_proj,14,2018-10-12,mdsi_stds_proj
428,2019-03-22mdsi_deeplearn_aut_19,14,2019-03-22,mdsi_deeplearn_aut_19
429,2016-09-07pedxhack,14,2016-09-07,pedxhack
430,2018-06-05private-convo,14,2018-06-05,private-convo
431,2018-03-27mdsi_dvn_aut_18,14,2018-03-27,mdsi_dvn_aut_18
432,2016-10-07ds_hackathons,14,2016-10-07,ds_hackathons
433,2017-06-11dadm_aut_17,14,2017-06-11,dadm_aut_17
434,2018-03-14mdsi_dadm_aut_18,14,2018-03-14,mdsi_dadm_aut_18
435,2017-06-22dadm_aut_17,14,2017-06-22,dadm_aut_17
436,2018-10-22ds_cool_stuff,14,2018-10-22,ds_cool_stuff
437,2017-03-16dev_r,14,2017-03-16,dev_r
438,2016-09-17heisenberg,14,2016-09-17,heisenberg
439,2016-05-18mdsi_announcements,14,2016-05-18,mdsi_announcements
440,2016-08-10mdsi_electives,14,2016-08-10,mdsi_electives
441,2017-03-28mdsi_electives,14,2017-03-28,mdsi_electives
442,2017-06-07dadm_aut_17,14,2017-06-07,dadm_aut_17
443,2018-01-18dev_data_vis,14,2018-01-18,dev_data_vis
444,2017-05-31mdsi_announcements,14,2017-05-31,mdsi_announcements
445,2016-05-27ds_cool_stuff,14,2016-05-27,ds_cool_stuff
446,2016-10-17dev_data_vis,14,2016-10-17,dev_data_vis
447,2017-05-07mdsi_dvn_aut_18,14,2017-05-07,mdsi_dvn_aut_18
448,2017-03-16mdsi_help,14,2017-03-16,mdsi_help
449,2018-10-17govhack2018,13,2018-10-17,govhack2018
450,2017-04-09mdsi_announcements,13,2017-04-09,mdsi_announcements
451,2016-07-18mdsi_announcements,13,2016-07-18,mdsi_announcements
452,2016-07-22mdsi_announcements,13,2016-07-22,mdsi_announcements
453,2017-03-31mdsi_announcements,13,2017-03-31,mdsi_announcements
454,2017-07-04dev_r,13,2017-07-04,dev_r
455,2018-05-22groupadnan,13,2018-05-22,groupadnan
456,2017-08-2636100decepticons,13,2017-08-26,36100decepticons
457,2017-07-30govhack2017,13,2017-07-30,govhack2017
458,2016-10-04dev_r,13,2016-10-04,dev_r
459,2016-09-11pedxhack,13,2016-09-11,pedxhack
460,2016-11-09mdsi_announcements,13,2016-11-09,mdsi_announcements
461,2017-07-23mdsi_deeplearn_spr_17,13,2017-07-23,mdsi_deeplearn_spr_17
462,2018-10-07mdsi_stds_proj,13,2018-10-07,mdsi_stds_proj
463,2018-03-06mdsi_dadm_aut_18,13,2018-03-06,mdsi_dadm_aut_18
464,2016-09-13ds_cool_stuff,13,2016-09-13,ds_cool_stuff
465,2018-09-20mdsi_stds_proj,13,2018-09-20,mdsi_stds_proj
466,2017-08-30mdsi_announcements,13,2017-08-30,mdsi_announcements
467,2018-05-30mdsi_dam_aut_18,13,2018-05-30,mdsi_dam_aut_18
468,2019-01-02dev_python,13,2019-01-02,dev_python
469,2017-05-13mdsi_announcements,13,2017-05-13,mdsi_announcements
470,2017-04-09dsi-at2-teamsatata,13,2017-04-09,dsi-at2-teamsatata
471,2017-03-30mdsi_announcements,13,2017-03-30,mdsi_announcements
472,2017-04-04sleepyheads,13,2017-04-04,sleepyheads
473,2017-09-01ds_hackathons,13,2017-09-01,ds_hackathons
474,2016-08-23dev_other,13,2016-08-23,dev_other
475,2018-04-16mdsi_dadm_aut_18,13,2018-04-16,mdsi_dadm_aut_18
476,2017-03-24mdsi-tadpoles,13,2017-03-24,mdsi-tadpoles
477,2018-09-17inconvenienttruth,13,2018-09-17,inconvenienttruth
478,2018-09-15inconvenienttruth,13,2018-09-15,inconvenienttruth
479,2016-09-19mdsi_announcements,13,2016-09-19,mdsi_announcements
480,2016-10-12dev_r,13,2016-10-12,dev_r
481,2018-09-27multivariate_spr_18,13,2018-09-27,multivariate_spr_18
482,2019-02-15ds_jobs,13,2019-02-15,ds_jobs
483,2018-09-16mdsi_dam_spr_18,12,2018-09-16,mdsi_dam_spr_18
484,2017-04-20dev_r,12,2017-04-20,dev_r
485,2017-11-10mdsi_announcements,12,2017-11-10,mdsi_announcements
486,2016-09-17databusters,12,2016-09-17,databusters
487,2017-11-01mdsi_deeplearn_spr_17,12,2017-11-01,mdsi_deeplearn_spr_17
488,2018-01-05mdsi_dvn_aut_18,12,2018-01-05,mdsi_dvn_aut_18
489,2016-08-1637459-mda,12,2016-08-16,37459-mda
490,2016-05-13mdsi_announcements,12,2016-05-13,mdsi_announcements
491,2016-09-01databusters,12,2016-09-01,databusters
492,2017-08-13morningpeople,12,2017-08-13,morningpeople
493,2019-03-21avacado,12,2019-03-21,avacado
494,2018-05-20dadmat2,12,2018-05-20,dadmat2
495,2019-02-27dev_machine_learning,12,2019-02-27,dev_machine_learning
496,2016-12-01mdsi_announcements,12,2016-12-01,mdsi_announcements
497,2017-06-11mdsi_dam_aut_18,12,2017-06-11,mdsi_dam_aut_18
498,2018-11-07free-stuff,12,2018-11-07,free-stuff
499,2019-02-11dev_r,12,2019-02-11,dev_r
500,2018-03-11mdsi_dam_aut_18,12,2018-03-11,mdsi_dam_aut_18
501,2017-11-08ilab2_spring_2017,12,2017-11-08,ilab2_spring_2017
502,2016-08-28ds_cool_stuff,12,2016-08-28,ds_cool_stuff
503,2018-05-26dvn-team-1,12,2018-05-26,dvn-team-1
504,2018-10-13mdsi_dam_spr_18,12,2018-10-13,mdsi_dam_spr_18
505,2016-08-29online-courses,12,2016-08-29,online-courses
506,2016-09-27mdsi_announcements,12,2016-09-27,mdsi_announcements
507,2017-09-0436100decepticons,12,2017-09-04,36100decepticons
508,2017-05-25dadm_aut_17,12,2017-05-25,dadm_aut_17
509,2017-06-09mdsi_electives,12,2017-06-09,mdsi_electives
510,2017-04-19databusters,12,2017-04-19,databusters
511,2017-03-08dev_r,12,2017-03-08,dev_r
512,2019-03-08dev_datasets,12,2019-03-08,dev_datasets
513,2017-06-07ds_protips,12,2017-06-07,ds_protips
514,2018-10-06mdsi_dam_spr_18,12,2018-10-06,mdsi_dam_spr_18
515,2018-10-18mdsi_announcements,12,2018-10-18,mdsi_announcements
516,2019-03-25stdsat2transport,12,2019-03-25,stdsat2transport
517,2017-05-04dev_machine_learning,12,2017-05-04,dev_machine_learning
518,2017-05-19mdsi_dam_aut_18,12,2017-05-19,mdsi_dam_aut_18
519,2017-03-21mdsi-tadpoles,12,2017-03-21,mdsi-tadpoles
520,2019-03-11dev_r,12,2019-03-11,dev_r
521,2018-03-28dna,12,2018-03-28,dna
522,2017-06-07ds_cool_stuff,12,2017-06-07,ds_cool_stuff
523,2019-03-08dev_python,12,2019-03-08,dev_python
524,2016-08-17ds_hackathons,12,2016-08-17,ds_hackathons
525,2018-05-11dvn2018autteam4,12,2018-05-11,dvn2018autteam4
526,2019-03-02dev_r,12,2019-03-02,dev_r
527,2016-08-30ds_hackathons,11,2016-08-30,ds_hackathons
528,2018-06-12dam-assign-3,11,2018-06-12,dam-assign-3
529,2017-05-18mdsi_dam_aut_18,11,2017-05-18,mdsi_dam_aut_18
530,2018-09-18mdsi_stds_proj,11,2018-09-18,mdsi_stds_proj
531,2017-05-18pmd_aut_17,11,2017-05-18,pmd_aut_17
532,2018-03-25dna,11,2018-03-25,dna
533,2016-08-10mdsi_announcements,11,2016-08-10,mdsi_announcements
534,2016-09-19dev_data_vis,11,2016-09-19,dev_data_vis
535,2017-06-15mdsi_dvn_aut_18,11,2017-06-15,mdsi_dvn_aut_18
536,2018-03-16excelsior,11,2018-03-16,excelsior
537,2017-08-28mdsi_deeplearn_spr_17,11,2017-08-28,mdsi_deeplearn_spr_17
538,2017-08-24dev_python,11,2017-08-24,dev_python
539,2016-11-16dev_data_vis,11,2016-11-16,dev_data_vis
540,2018-03-23mdsi_announcements,11,2018-03-23,mdsi_announcements
541,2016-07-21ds_hackathons,11,2016-07-21,ds_hackathons
542,2017-11-13mdsi_deeplearn_spr_17,11,2017-11-13,mdsi_deeplearn_spr_17
543,2017-05-10ds_jobs,11,2017-05-10,ds_jobs
544,2018-03-29mdsi_dadm_aut_18,11,2018-03-29,mdsi_dadm_aut_18
545,2017-09-2536100decepticons,11,2017-09-25,36100decepticons
546,2018-06-01mdsi_dam_aut_18,11,2018-06-01,mdsi_dam_aut_18
547,2018-03-13mdsi_dam_aut_18,11,2018-03-13,mdsi_dam_aut_18
548,2018-10-30mdsi_dam_spr_18,11,2018-10-30,mdsi_dam_spr_18
549,2017-10-13morningpeople,11,2017-10-13,morningpeople
550,2017-04-08mdsi_cicaround_help,11,2017-04-08,mdsi_cicaround_help
551,2017-06-09ds_protips,11,2017-06-09,ds_protips
552,2019-03-12dev_r,11,2019-03-12,dev_r
553,2016-09-11databusters,11,2016-09-11,databusters
554,2017-09-08mdsi_deeplearn_spr_17,11,2017-09-08,mdsi_deeplearn_spr_17
555,2018-11-23mdsi_announcements,11,2018-11-23,mdsi_announcements
556,2017-05-13mdsi_dvn_aut_18,11,2017-05-13,mdsi_dvn_aut_18
557,2016-10-06dev_data_vis,11,2016-10-06,dev_data_vis
558,2017-09-27pv_dam2017,11,2017-09-27,pv_dam2017
559,2017-04-11pmd_aut_17,11,2017-04-11,pmd_aut_17
560,2018-09-04hjl,11,2018-09-04,hjl
561,2017-01-21online-courses,11,2017-01-21,online-courses
562,2018-08-28mdsi_dam_spr_18,11,2018-08-28,mdsi_dam_spr_18
563,2017-07-11dev_data_vis,11,2017-07-11,dev_data_vis
564,2018-09-01spring_stds_assign2,11,2018-09-01,spring_stds_assign2
565,2016-08-09databusters,11,2016-08-09,databusters
566,2017-05-29ds_cool_stuff,11,2017-05-29,ds_cool_stuff
567,2018-03-14mdsi_datacamp,11,2018-03-14,mdsi_datacamp
568,2018-05-20mdsi_dam_aut_18,11,2018-05-20,mdsi_dam_aut_18
569,2018-09-11mdsi_stds_proj,11,2018-09-11,mdsi_stds_proj
570,2017-06-06mdsi_electives,11,2017-06-06,mdsi_electives
571,2017-05-24mdsi_dvn_aut_18,11,2017-05-24,mdsi_dvn_aut_18
572,2017-06-05mdsi_electives,11,2017-06-05,mdsi_electives
573,2017-06-08mdsi_dam_aut_18,11,2017-06-08,mdsi_dam_aut_18
574,2017-09-26pv_dam2017,11,2017-09-26,pv_dam2017
575,2019-02-27mdsi_electives,11,2019-02-27,mdsi_electives
576,2018-04-11dna,11,2018-04-11,dna
577,2018-03-20excelsior,11,2018-03-20,excelsior
578,2018-05-30mdsi_dvn_aut_18,11,2018-05-30,mdsi_dvn_aut_18
579,2017-01-30mdsi_electives,10,2017-01-30,mdsi_electives
580,2017-04-01ds_cool_stuff,10,2017-04-01,ds_cool_stuff
581,2017-05-15mdsi_cicaround_help,10,2017-05-15,mdsi_cicaround_help
582,2018-09-23mdsi_electives,10,2018-09-23,mdsi_electives
583,2019-03-23stdsat2transport,10,2019-03-23,stdsat2transport
584,2017-03-28mdsi_announcements,10,2017-03-28,mdsi_announcements
585,2017-08-25mdsi_electives,10,2017-08-25,mdsi_electives
586,2018-08-30mdsi_stds_proj,10,2018-08-30,mdsi_stds_proj
587,2017-05-31mdsi_dvn_aut_18,10,2017-05-31,mdsi_dvn_aut_18
588,2017-12-07mdsi_announcements,10,2017-12-07,mdsi_announcements
589,2018-05-08dvn-team-1,10,2018-05-08,dvn-team-1
590,2018-04-14dna,10,2018-04-14,dna
591,2017-09-28pv_dam2017,10,2017-09-28,pv_dam2017
592,2016-11-27ds_hackathons,10,2016-11-27,ds_hackathons
593,2018-04-27dna,10,2018-04-27,dna
594,2017-04-07mdsi_dvn_aut_18,10,2017-04-07,mdsi_dvn_aut_18
595,2018-08-19multivariate_spr_18,10,2018-08-19,multivariate_spr_18
596,2019-02-14dev_machine_learning,10,2019-02-14,dev_machine_learning
597,2018-12-03dev_python,10,2018-12-03,dev_python
598,2018-03-28mdsi_dvn_aut_18,10,2018-03-28,mdsi_dvn_aut_18
599,2018-05-02dvn-team-1,10,2018-05-02,dvn-team-1
600,2016-12-07mdsi_electives,10,2016-12-07,mdsi_electives
601,2017-03-06mdsi_announcements,10,2017-03-06,mdsi_announcements
602,2017-10-31dev_r,10,2017-10-31,dev_r
603,2018-05-15dadmat2,10,2018-05-15,dadmat2
604,2017-09-14mdsi_cicaround_help,10,2017-09-14,mdsi_cicaround_help
605,2017-05-19mdsi_announcements,10,2017-05-19,mdsi_announcements
606,2016-08-03dev_r,10,2016-08-03,dev_r
607,2017-04-01statistical_thinking,10,2017-04-01,statistical_thinking
608,2017-12-23mdsi_deeplearn_spr_17,10,2017-12-23,mdsi_deeplearn_spr_17
609,2016-08-06databusters,10,2016-08-06,databusters
610,2017-03-16mdsi-tadpoles,10,2017-03-16,mdsi-tadpoles
611,2017-02-08dev_r,10,2017-02-08,dev_r
612,2016-10-04ds_hackathons,10,2016-10-04,ds_hackathons
613,2018-05-30mdsi_electives,10,2018-05-30,mdsi_electives
614,2017-05-29boardofstudies,10,2017-05-29,boardofstudies
615,2018-08-22spring_stds_assign2,10,2018-08-22,spring_stds_assign2
616,2018-10-11dev_python,10,2018-10-11,dev_python
617,2017-11-09ilab2_spring_2017,10,2017-11-09,ilab2_spring_2017
618,2018-09-13mdsi_stds_proj,10,2018-09-13,mdsi_stds_proj
619,2016-08-09mdsi_announcements,10,2016-08-09,mdsi_announcements
620,2017-10-22mdsi_cicaround_help,10,2017-10-22,mdsi_cicaround_help
621,2019-02-04mdsi_announcements,10,2019-02-04,mdsi_announcements
622,2018-03-09mdsi_cicaround_help,10,2018-03-09,mdsi_cicaround_help
623,2016-08-22ds_hackathons,10,2016-08-22,ds_hackathons
624,2018-05-08mdsi_dam_aut_18,10,2018-05-08,mdsi_dam_aut_18
625,2016-09-15mdsi_announcements,10,2016-09-15,mdsi_announcements
626,2017-05-28mdsi_electives,10,2017-05-28,mdsi_electives
627,2017-04-10mdsi_announcements,10,2017-04-10,mdsi_announcements
628,2017-08-2436100decepticons,10,2017-08-24,36100decepticons
629,2018-05-11dvndatachallenge,10,2018-05-11,dvndatachallenge
630,2018-10-14spring_stds_assign2,10,2018-10-14,spring_stds_assign2
631,2016-08-17dev_r,10,2016-08-17,dev_r
632,2017-09-10dev_r,10,2017-09-10,dev_r
633,2018-08-27mdsi_stds_proj,10,2018-08-27,mdsi_stds_proj
634,2017-04-10dsi-at2-teamsatata,10,2017-04-10,dsi-at2-teamsatata
635,2018-08-20inconvenienttruth,10,2018-08-20,inconvenienttruth
636,2019-01-23mdsi_announcements,10,2019-01-23,mdsi_announcements
637,2018-06-08mdsi_dam_aut_18,10,2018-06-08,mdsi_dam_aut_18
638,2018-10-26dev_r,9,2018-10-26,dev_r
639,2018-12-22dev_python,9,2018-12-22,dev_python
640,2016-09-09databusters,9,2016-09-09,databusters
641,2018-05-07dev_data_vis,9,2018-05-07,dev_data_vis
642,2017-10-30dev_r,9,2017-10-30,dev_r
643,2017-04-02mdsi_cicaround_help,9,2017-04-02,mdsi_cicaround_help
644,2019-01-24mdsi_announcements,9,2019-01-24,mdsi_announcements
645,2018-01-09mdsi_dadm_aut_18,9,2018-01-09,mdsi_dadm_aut_18
646,2016-06-10dev_r,9,2016-06-10,dev_r
647,2018-07-16mdsi_electives,9,2018-07-16,mdsi_electives
648,2018-04-03mdsi_dvn_aut_18,9,2018-04-03,mdsi_dvn_aut_18
649,2019-01-16dev_machine_learning,9,2019-01-16,dev_machine_learning
650,2017-08-01datasciencefiction,9,2017-08-01,datasciencefiction
651,2017-09-02mdsi_deeplearn_spr_17,9,2017-09-02,mdsi_deeplearn_spr_17
652,2016-08-02dev_r,9,2016-08-02,dev_r
653,2018-10-08mdsi_stds_proj,9,2018-10-08,mdsi_stds_proj
654,2017-04-19mdsi_dam_aut_18,9,2017-04-19,mdsi_dam_aut_18
655,2018-12-23dev_python,9,2018-12-23,dev_python
656,2017-01-23mdsi_announcements,9,2017-01-23,mdsi_announcements
657,2016-09-13dev_r,9,2016-09-13,dev_r
658,2016-10-23mdsi_electives,9,2016-10-23,mdsi_electives
659,2018-04-18dna,9,2018-04-18,dna
660,2017-02-24dev_r,9,2017-02-24,dev_r
661,2018-09-06govhack2018,9,2018-09-06,govhack2018
662,2016-10-07stack_underflow,9,2016-10-07,stack_underflow
663,2016-08-24ds_hackathons,9,2016-08-24,ds_hackathons
664,2018-04-30mdsi_dam_aut_18,9,2018-04-30,mdsi_dam_aut_18
665,2018-06-10mdsi_dam_aut_18,9,2018-06-10,mdsi_dam_aut_18
666,2018-08-27inconvenienttruth,9,2018-08-27,inconvenienttruth
667,2016-10-02heisenberg,9,2016-10-02,heisenberg
668,2018-10-23dev_r,9,2018-10-23,dev_r
669,2018-01-05dev_data_vis,9,2018-01-05,dev_data_vis
670,2018-04-01dna,9,2018-04-01,dna
671,2017-04-08dsi-at2-teamsatata,9,2017-04-08,dsi-at2-teamsatata
672,2016-09-07ds_cool_stuff,9,2016-09-07,ds_cool_stuff
673,2018-04-22mdsi_dadm_aut_18,9,2018-04-22,mdsi_dadm_aut_18
674,2018-08-01jp-morgan-i-lab-18,9,2018-08-01,jp-morgan-i-lab-18
675,2017-06-04dev_python,9,2017-06-04,dev_python
676,2017-07-1736101-spring-17,9,2017-07-17,36101-spring-17
677,2017-08-18ds_cool_stuff,9,2017-08-18,ds_cool_stuff
678,2017-04-23dev_r,9,2017-04-23,dev_r
679,2019-02-14mdsi_announcements,9,2019-02-14,mdsi_announcements
680,2016-10-18dev_data_vis,9,2016-10-18,dev_data_vis
681,2017-12-05mdsi_deeplearn_spr_17,9,2017-12-05,mdsi_deeplearn_spr_17
682,2018-06-03mdsi_electives,9,2018-06-03,mdsi_electives
683,2019-03-14mdsi_sina_aut_19,9,2019-03-14,mdsi_sina_aut_19
684,2016-12-04subject-outlines,9,2016-12-04,subject-outlines
685,2017-12-10mdsi_deeplearn_spr_17,9,2017-12-10,mdsi_deeplearn_spr_17
686,2018-12-21ds_protips,9,2018-12-21,ds_protips
687,2017-11-08ds_cool_stuff,9,2017-11-08,ds_cool_stuff
688,2017-01-24online-courses,9,2017-01-24,online-courses
689,2019-01-15dev_r,9,2019-01-15,dev_r
690,2017-03-27mdsi_electives,9,2017-03-27,mdsi_electives
691,2016-08-04databusters,9,2016-08-04,databusters
692,2016-08-11ds_hackathon_unearth,9,2016-08-11,ds_hackathon_unearth
693,2017-05-29mdsi_announcements,9,2017-05-29,mdsi_announcements
694,2017-07-25mdsi_deeplearn_spr_17,9,2017-07-25,mdsi_deeplearn_spr_17
695,2018-11-12multivariate_spr_18,9,2018-11-12,multivariate_spr_18
696,2017-03-22mdsi-tadpoles,9,2017-03-22,mdsi-tadpoles
697,2019-02-07dev_r,9,2019-02-07,dev_r
698,2017-08-09mdsi_deeplearn_spr_17,9,2017-08-09,mdsi_deeplearn_spr_17
699,2017-04-23dev_data_vis,9,2017-04-23,dev_data_vis
700,2019-01-18dev_machine_learning,9,2019-01-18,dev_machine_learning
701,2017-07-07mdsi_announcements,9,2017-07-07,mdsi_announcements
702,2016-08-21ds_hackathons,9,2016-08-21,ds_hackathons
703,2018-10-25dev_r,9,2018-10-25,dev_r
704,2017-08-04mdsi_datacamp,9,2017-08-04,mdsi_datacamp
705,2016-08-1337459-mda,9,2016-08-13,37459-mda
706,2016-07-07ds_hackathons,9,2016-07-07,ds_hackathons
707,2018-05-11dvn-team-1,9,2018-05-11,dvn-team-1
708,2017-09-24mdsi_deeplearn_spr_17,9,2017-09-24,mdsi_deeplearn_spr_17
709,2016-11-10dev-julia,9,2016-11-10,dev-julia
710,2016-10-14mdsi_announcements,9,2016-10-14,mdsi_announcements
711,2016-08-10ds_jobs,9,2016-08-10,ds_jobs
712,2016-10-31databusters,9,2016-10-31,databusters
713,2016-12-13dev_r,8,2016-12-13,dev_r
714,2018-10-04multivariate_spr_18,8,2018-10-04,multivariate_spr_18
715,2017-10-19mdsi_deeplearn_spr_17,8,2017-10-19,mdsi_deeplearn_spr_17
716,2016-09-12dev_r,8,2016-09-12,dev_r
717,2018-06-02mdsi_electives,8,2018-06-02,mdsi_electives
718,2019-01-17mdsi_announcements,8,2019-01-17,mdsi_announcements
719,2018-08-27mdsi_dam_spr_18,8,2018-08-27,mdsi_dam_spr_18
720,2018-06-04mdsi_dam_aut_18,8,2018-06-04,mdsi_dam_aut_18
721,2017-08-10ds_hackathons,8,2017-08-10,ds_hackathons
722,2017-08-26dev_r,8,2017-08-26,dev_r
723,2017-09-02mdsi_announcements,8,2017-09-02,mdsi_announcements
724,2019-02-06dev_machine_learning,8,2019-02-06,dev_machine_learning
725,2016-09-11heisenberg,8,2016-09-11,heisenberg
726,2017-03-30ds_jobs,8,2017-03-30,ds_jobs
727,2016-08-23dev_r,8,2016-08-23,dev_r
728,2018-09-09mdsi_stds_proj,8,2018-09-09,mdsi_stds_proj
729,2018-04-09mdsi_dam_aut_18,8,2018-04-09,mdsi_dam_aut_18
730,2016-11-15ds_hackathons,8,2016-11-15,ds_hackathons
731,2018-01-14mdsi_dadm_aut_18,8,2018-01-14,mdsi_dadm_aut_18
732,2017-01-10online-courses,8,2017-01-10,online-courses
733,2018-09-26mdsi_announcements,8,2018-09-26,mdsi_announcements
734,2017-11-13mdsi_electives,8,2017-11-13,mdsi_electives
735,2017-05-01dsi-at2-teamsatata,8,2017-05-01,dsi-at2-teamsatata
736,2017-06-14mdsi_electives,8,2017-06-14,mdsi_electives
737,2016-08-09ds_hackathon_unearth,8,2016-08-09,ds_hackathon_unearth
738,2017-03-08databusters,8,2017-03-08,databusters
739,2017-08-16mdsi_deeplearn_spr_17,8,2017-08-16,mdsi_deeplearn_spr_17
740,2018-11-29mdsi_electives,8,2018-11-29,mdsi_electives
741,2017-06-05dadm_aut_17,8,2017-06-05,dadm_aut_17
742,2019-03-20avacado,8,2019-03-20,avacado
743,2018-10-22spring_stds_assign2,8,2018-10-22,spring_stds_assign2
744,2017-08-13mdsi_cicaround_help,8,2017-08-13,mdsi_cicaround_help
745,2018-08-23mdsi_stds_proj,8,2018-08-23,mdsi_stds_proj
746,2017-11-25mdsi_deeplearn_spr_17,8,2017-11-25,mdsi_deeplearn_spr_17
747,2016-10-10mdsi_announcements,8,2016-10-10,mdsi_announcements
748,2016-08-28mdsi_announcements,8,2016-08-28,mdsi_announcements
749,2017-04-04ds_hackathons,8,2017-04-04,ds_hackathons
750,2017-04-10mdsi,8,2017-04-10,mdsi
751,2016-08-08databusters,8,2016-08-08,databusters
752,2017-10-04mdsi_deeplearn_spr_17,8,2017-10-04,mdsi_deeplearn_spr_17
753,2016-09-05pedxhack,8,2016-09-05,pedxhack
754,2018-08-28inconvenienttruth,8,2018-08-28,inconvenienttruth
755,2018-09-04multivariate_spr_18,8,2018-09-04,multivariate_spr_18
756,2017-08-17mdsi_deeplearn_spr_17,8,2017-08-17,mdsi_deeplearn_spr_17
757,2018-05-06mdsi_dadm_aut_18,8,2018-05-06,mdsi_dadm_aut_18
758,2016-09-20mdsi_announcements,8,2016-09-20,mdsi_announcements
759,2017-07-03mdsi_announcements,8,2017-07-03,mdsi_announcements
760,2017-07-29dev_python,8,2017-07-29,dev_python
761,2016-08-29ds_cool_stuff,8,2016-08-29,ds_cool_stuff
762,2017-03-20mdsi_dvn_aut_18,8,2017-03-20,mdsi_dvn_aut_18
763,2016-08-18ds_cool_stuff,8,2016-08-18,ds_cool_stuff
764,2016-12-04mdsi_announcements,8,2016-12-04,mdsi_announcements
765,2018-03-09ds_protips,8,2018-03-09,ds_protips
766,2016-08-25ds_hackathons,8,2016-08-25,ds_hackathons
767,2018-01-20mdsi_electives,8,2018-01-20,mdsi_electives
768,2018-03-08oth_random,8,2018-03-08,oth_random
769,2017-09-1736100decepticons,8,2017-09-17,36100decepticons
770,2018-06-03mdsi_dam_aut_18,8,2018-06-03,mdsi_dam_aut_18
771,2016-10-07databusters,8,2016-10-07,databusters
772,2016-08-26ds_jobs,8,2016-08-26,ds_jobs
773,2019-02-14ds_jobs,8,2019-02-14,ds_jobs
774,2016-10-30databusters,8,2016-10-30,databusters
775,2016-12-01mdsi_electives,8,2016-12-01,mdsi_electives
776,2019-03-04dev_other,8,2019-03-04,dev_other
777,2017-02-26study-group,8,2017-02-26,study-group
778,2017-12-19mdsi_deeplearn_spr_17,8,2017-12-19,mdsi_deeplearn_spr_17
779,2017-05-09dev_data_vis,8,2017-05-09,dev_data_vis
780,2017-05-25dev_r,8,2017-05-25,dev_r
781,2017-04-04statistical_thinking,8,2017-04-04,statistical_thinking
782,2016-09-14pedxhack,8,2016-09-14,pedxhack
783,2018-09-28multivariate_spr_18,8,2018-09-28,multivariate_spr_18
784,2018-05-03dev_data_vis,8,2018-05-03,dev_data_vis
785,2016-08-12dev_r,8,2016-08-12,dev_r
786,2018-05-05dvn2018autteam4,8,2018-05-05,dvn2018autteam4
787,2016-09-1937459-mda,8,2016-09-19,37459-mda
788,2017-10-17mdsi_electives,8,2017-10-17,mdsi_electives
789,2018-03-28dev_data_vis,8,2018-03-28,dev_data_vis
790,2018-07-03unix-autumn-2018,8,2018-07-03,unix-autumn-2018
791,2018-11-29ds_protips,8,2018-11-29,ds_protips
792,2018-10-09multivariate_spr_18,8,2018-10-09,multivariate_spr_18
793,2017-06-23mdsi_electives,8,2017-06-23,mdsi_electives
794,2018-04-26unix-autumn-2018,8,2018-04-26,unix-autumn-2018
795,2018-09-27inconvenienttruth,8,2018-09-27,inconvenienttruth
796,2018-06-20mdsi_electives,7,2018-06-20,mdsi_electives
797,2017-04-24ds_cool_stuff,7,2017-04-24,ds_cool_stuff
798,2018-03-27dna,7,2018-03-27,dna
799,2019-03-24mdsi_dvn_aut_19,7,2019-03-24,mdsi_dvn_aut_19
800,2016-09-15ds_cool_stuff,7,2016-09-15,ds_cool_stuff
801,2018-10-02mdsi_dam_spr_18,7,2018-10-02,mdsi_dam_spr_18
802,2017-09-1636100decepticons,7,2017-09-16,36100decepticons
803,2018-05-17dadmat2,7,2018-05-17,dadmat2
804,2016-08-08ds_hackathons,7,2016-08-08,ds_hackathons
805,2018-04-17dna,7,2018-04-17,dna
806,2018-04-15dna,7,2018-04-15,dna
807,2017-05-15mdsi_dam_aut_18,7,2017-05-15,mdsi_dam_aut_18
